,Source language,Translation 1,Translation 2,Translation 3,Translation 4,Translation 5
2998,"@ x ( / y / w ( Cube ( y ) & BackOf ( x , y ) & Cube ( w ) & FrontOf ( x , w ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element w such that y is a cube , x is in back of y , w is a cube and x is in front of w , then x is not large",0,0,0,0
2999,"@ x @ y @ z ( ( BackOf ( x , y ) & Cube ( y ) & Cube ( z ) & FrontOf ( x , z ) ) $ ~ Large ( x ) )","for all x , for all y , for all z , if x is in back of y , y is a cube , z is a cube and x is in front of z , then x is not large",0,0,0,0
3000,"@ x / y / z ~ ( Larger ( x , y ) & Larger ( x , z ) )","for all x , there is an element y such that there is an element z such that it is not the case that x is larger than y and larger than z",0,0,0,0
3001,"@ x ( / z / y ( Cube ( y ) & BackOf ( x , y ) & Cube ( z ) & FrontOf ( x , z ) ) $ ~ Large ( x ) )","for all x , if there is an element z such that there is an element y such that y is a cube , x is in back of y , z is a cube and x is in front of z , then x is not large",0,0,0,0
3002,"@ x / y ( ( Cube ( x ) & Small ( x ) ) $ ( Cube ( y ) & BackOf ( x , y ) & Large ( y ) ) )","for all x , there is an element y such that if x is a cube and x is small , then y is a cube , x is in back of y and y is large",0,0,0,0
3003,"/ x ( Large ( x ) & Cube ( x ) & @ y ( ( Small ( y ) & Cube ( y ) ) $ BackOf ( y , x ) ) )","there is an element x such that x is large , x is a cube and for all y , if y is small and y is a cube , then y is in back of x",0,0,0,0
3004,"@ x ( Cube ( x ) $ @ x ( Cube ( x ) $ @ y ( Tet ( y ) $ LeftOf ( x , y ) ) ) )","for all cubes x , every cube is to the left of every tetrahedron",0,0,0,0
3005,"@ x / u ~ Larger ( x , u )","for all x , there is an element u such that x is not larger than u",0,0,0,0
3006,"@ x @ y ~ @ y Larger ( x , y )","for all x , for all y , it is not the case that for all y , x is larger than y",0,0,0,0
3007,"@ x ( ( Cube ( x ) & Small ( x ) ) $ / v ( Large ( v ) & Cube ( v ) & BackOf ( x , v ) ) )","for all x , if x is a cube and x is small , then there is an element v such that v is large , v is a cube and x is in back of v",0,0,0,0
3008,"@ x ( / y / z ( Cube ( y ) & Cube ( z ) & FrontOf ( y , x ) & BackOf ( z , x ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that y is a cube , z is a cube , y is in front of x and z is in back of x , then x is not large",0,0,0,0
3009,"@ x ( / y / z ( Cube ( y ) & Cube ( z ) & BackOf ( y , x ) & FrontOf ( z , x ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that y is a cube , z is a cube , y is in back of x and z is in front of x , then x is not large",0,0,0,0
3010,"/ x ( Cube ( x ) & @ y ( ~ FrontOf ( x , y ) $ ~ Tet ( y ) ) )","there is a cube x such that for all y , if x is not in front of y , then y is not a tetrahedron",0,0,0,0
3011,"@ x ( Dodec ( x ) $ / y ( Dodec ( x ) & Tet ( y ) & Smaller ( x , y ) ) )","for all dodecahedrons x , there is an element y such that x is a dodecahedron , y is a tetrahedron and x is smaller than y",0,0,0,0
3012,"@ x ( / y / z ( Cube ( y ) & FrontOf ( x , y ) & Cube ( z ) & BackOf ( x , z ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that y is a cube , x is in front of y , z is a cube and x is in back of z , then x is not large",0,0,0,0
3013,"@ x ( / y / z ( BackOf ( x , y ) & FrontOf ( x , z ) & Cube ( z ) & Cube ( y ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that x is in back of y , x is in front of z , z is a cube and y is a cube , then x is not large",0,0,0,0
3014,"@ x / y ( ( Cube ( x ) & Small ( x ) ) $ / y ( Large ( y ) & Cube ( y ) & BackOf ( x , y ) ) )","for all x , there is an element y such that if x is a cube and x is small , then there is an element y such that y is large , y is a cube and x is in back of y",0,0,0,0
3015,"~ / x / y / z ( Cube ( y ) & FrontOf ( x , y ) & Cube ( z ) & BackOf ( x , z ) & Large ( x ) )","it is not the case that there is an element x such that there is an element y such that there is an element z such that y is a cube , x is in front of y , z is a cube , x is in back of z and x is large",0,0,0,0
3016,"/ x / z ( Cube ( x ) & Large ( x ) & Cube ( z ) & Small ( z ) & FrontOf ( x , z ) )","there is an element x such that there is an element z such that x is a cube , x is large , z is a cube , z is small and x is in front of z",0,0,0,0
3017,"@ x / w ( ~ BackOf ( w , x ) $ Cube ( x ) )","for all x , there is an element w such that if w is not in back of x , then x is a cube",0,0,0,0
3018,"/ x @ y ( Cube ( x ) & Cube ( x ) & ( Tet ( y ) $ FrontOf ( x , y ) ) )","there is an element x such that for all y , all these hold : \item x is a cube , x is a cube \item if y is a tetrahedron , then x is in front of y",0,0,0,0
3019,"@ y ( Dodec ( y ) $ / z ( Tet ( z ) & Smaller ( y , z ) ) )",every dodecahedron is smaller than some tetrahedron,0,0,0,0
3020,"@ x ( @ y ( Cube ( x ) & @ y ( Tet ( y ) $ FrontOf ( x , y ) ) ) $ Large ( x ) )","for all x , if for all y , x is a cube and x is in front of every tetrahedron , then x is large",0,0,0,0
3021,"@ x ( ( Cube ( x ) & Small ( x ) ) $ / y BackOf ( y , x ) )","for all x , if x is a cube and x is small , then there is an element y such that y is in back of x",0,0,0,0
3022,"@ x / y ( ( Cube ( x ) & Small ( x ) ) $ ( Large ( y ) & BackOf ( x , y ) & Cube ( y ) ) )","for all x , there is an element y such that if x is a cube and x is small , then y is large , x is in back of y and y is a cube",0,0,0,0
3023,"@ x @ y ( ~ / y BackOf ( y , x ) $ Cube ( x ) )","for all x , for all y , if it is not the case that there is an element y such that y is in back of x , then x is a cube",0,0,0,0
3024,"/ y / x ( Cube ( x ) & Large ( x ) & Small ( y ) & Cube ( y ) & FrontOf ( x , y ) )","there is an element y such that there is an element x such that x is a cube , x is large , y is small , y is a cube and x is in front of y",0,0,0,0
3025,"/ x / y ( Large ( x ) & Small ( y ) & Cube ( x ) & Cube ( y ) & FrontOf ( x , y ) )","there is an element x such that there is an element y such that x is large , y is small , x is a cube , y is a cube and x is in front of y",0,0,0,0
3026,"@ x ( / u ( Cube ( u ) & Large ( u ) & RightOf ( x , u ) ) $ Small ( x ) )","for all x , if there is an element u such that u is a cube , u is large and x is to the right of u , then x is small",0,0,0,0
3027,"/ x ( Cube ( x ) & Large ( x ) & / v ( Small ( v ) & Cube ( v ) & FrontOf ( x , v ) ) )","there is an element x such that x is a cube , x is large and there is an element v such that v is small , v is a cube and x is in front of v",0,0,0,0
3028,"@ x / z ( ~ BackOf ( z , x ) $ Cube ( x ) )","for all x , there is an element z such that if z is not in back of x , then x is a cube",0,0,0,0
3029,"@ x ( ( Cube ( x ) & @ y ( / x Tet ( y ) $ FrontOf ( x , y ) ) ) $ Large ( x ) )","for all x , if x is a cube and for all y , if there is an element x such that y is a tetrahedron , then x is in front of y , then x is large",0,0,0,0
3030,"@ x ( / z / y ( Cube ( z ) & Cube ( y ) & BackOf ( x , y ) & FrontOf ( x , z ) ) $ ~ Large ( x ) )","for all x , if there is an element z such that there is an element y such that z is a cube , y is a cube , x is in back of y and x is in front of z , then x is not large",0,0,0,0
3031,"@ x ( ( Cube ( x ) & Small ( x ) ) $ / t ( Large ( t ) & Cube ( t ) & BackOf ( x , t ) ) )","for all x , if x is a cube and x is small , then there is an element t such that t is large , t is a cube and x is in back of t",0,0,0,0
3032,"@ x ( ( Cube ( x ) & @ t ( Tet ( t ) $ FrontOf ( x , t ) ) ) $ Large ( x ) )","for all x , if x is a cube and x is in front of every tetrahedron , then x is large",0,0,0,0
3033,"@ x / y ( ( Cube ( x ) & Small ( x ) ) $ / y ( Cube ( y ) & Large ( y ) & BackOf ( x , y ) ) )","for all x , there is an element y such that if x is a cube and x is small , then there is an element y such that y is a cube , y is large and x is in back of y",0,0,0,0
3034,"/ x / y ( Cube ( x ) & Cube ( y ) & Small ( y ) & Large ( x ) & FrontOf ( x , y ) )","there is an element x such that there is an element y such that x is a cube , y is a cube , y is small , x is large and x is in front of y",0,0,0,0
3035,"@ x @ w ( Cube ( x ) $ ( Tet ( w ) $ LeftOf ( x , w ) ) )","for all x , for all w , if x is a cube , then if w is a tetrahedron , then x is to the left of w",0,0,0,0
3036,"@ x ( ~ Large ( x ) $ / y FrontOf ( y , x ) )","for all x , if x is not large , then there is an element y such that y is in front of x",0,0,0,0
3037,"/ x ( Large ( x ) & Cube ( x ) & @ y ( ( Cube ( y ) & Small ( y ) ) $ BackOf ( y , x ) ) )","there is an element x such that x is large , x is a cube and for all y , if y is a cube and y is small , then y is in back of x",0,0,0,0
3038,"@ x @ y ( Cube ( x ) $ @ y ( Tet ( y ) $ LeftOf ( x , y ) ) )","for all x , for all y , if x is a cube , then x is to the left of every tetrahedron",0,0,0,0
3039,"@ x @ y @ v ( ( Cube ( y ) & Cube ( v ) & BackOf ( x , v ) & FrontOf ( x , y ) ) $ ~ Large ( x ) )","for all x , for all y , for all v , if y is a cube , v is a cube , x is in back of v and x is in front of y , then x is not large",0,0,0,0
3040,"@ x ~ @ y @ z ( Larger ( x , y ) & Larger ( x , z ) )","for all x , it is not the case that for all y , for all z , x is larger than y and larger than z",0,0,0,0
3041,"@ x ( @ v ~ BackOf ( v , x ) $ Cube ( x ) )","for all x , if for all v , v is not in back of x , then x is a cube",0,0,0,0
3042,"@ x ( / y / z ( Cube ( y ) & Cube ( z ) & BackOf ( z , x ) & FrontOf ( y , x ) ) $ ~ Large ( x ) )","for all x , if there is an element y such that there is an element z such that y is a cube , z is a cube , z is in back of x and y is in front of x , then x is not large",0,0,0,0
3043,"@ x ( Dodec ( x ) $ / u ( Smaller ( x , u ) & Tet ( u ) ) )","for all dodecahedrons x , there is an element u such that x is smaller than u and u is a tetrahedron",0,0,0,0
3044,"/ x ( Cube ( x ) & / x ( Cube ( x ) & @ y ( Tet ( y ) $ FrontOf ( x , y ) ) ) )",there is a cube x such that some cube is in front of every tetrahedron,0,0,0,0
3045,"@ x @ y @ z ( ( Cube ( y ) & Cube ( z ) & FrontOf ( x , y ) & FrontOf ( z , x ) ) $ ~ Large ( x ) )","for all x , for all y , for all z , if y is a cube , z is a cube , x is in front of y and z is in front of x , then x is not large",0,0,0,0
3046,"/ x / y ( Cube ( x ) & @ y ( Tet ( y ) $ FrontOf ( x , y ) ) )",there is an element x such that there is an element y such that x is a cube and x is in front of every tetrahedron,0,0,0,0
3047,"/ x / y ( Cube ( y ) & Large ( y ) & Cube ( x ) & Small ( x ) & FrontOf ( y , x ) )","there is an element x such that there is an element y such that y is a cube , y is large , x is a cube , x is small and y is in front of x",0,0,0,0
3048,"@ x / y ~ Smaller ( y , x )","for all x , there is an element y such that y is not smaller than x",0,0,0,0
3049,"@ y @ x ( ( Cube ( x ) & @ y ( Tet ( y ) $ FrontOf ( x , y ) ) ) $ Large ( x ) )","for all y , for all x , if x is a cube and x is in front of every tetrahedron , then x is large",0,0,0,0
3050,"~ / x ( Cube ( x ) & Small ( x ) & @ y ( ( Cube ( y ) & Large ( y ) ) $ ~ BackOf ( x , y ) ) )","it is not the case that there is an element x such that x is a cube , x is small and for all y , if y is a cube and y is large , then x is not in back of y",0,0,0,0
3051,"~ @ x ( ~ Cube ( x ) | ~ Large ( x ) | @ y ( ~ Small ( y ) | ~ Cube ( y ) | ~ FrontOf ( x , y ) ) )","it is not the case that for all x , x is not a cube , x is not large or for all y , y is not small , y is not a cube or x is not in front of y",0,0,0,0
3052,"~ / x ( Cube ( x ) & @ y ( Tet ( y ) $ FrontOf ( x , y ) ) & ~ Large ( x ) )","it is not the case that there is an element x such that x is a cube , x is in front of every tetrahedron and x is not large",0,0,0,0
3053,"@ z ( Dodec ( z ) $ / y ( Tet ( y ) & Larger ( y , z ) ) )",some tetrahedron is larger than every dodecahedron,0,0,0,0
3054,"/ t ( Cube ( t ) & ~ / y ( Tet ( y ) & ~ BackOf ( y , t ) ) )",there is a cube t such that it is not the case that there is a tetrahedron y such that y is not in back of t,0,0,0,0
3055,"/ w ( Large ( w ) & Cube ( w ) & / v ( Small ( v ) & Cube ( v ) & FrontOf ( w , v ) ) )","there is an element w such that w is large , w is a cube and there is an element v such that v is small , v is a cube and w is in front of v",0,0,0,0
3056,"/ w ( Cube ( w ) & Large ( w ) & / v ( Small ( v ) & Cube ( v ) & FrontOf ( w , v ) ) )","there is an element w such that w is a cube , w is large and there is an element v such that v is small , v is a cube and w is in front of v",0,0,0,0
3057,"/ w ( Large ( w ) & Cube ( w ) & / v ( Cube ( v ) & Small ( v ) & FrontOf ( w , v ) ) )","there is an element w such that w is large , w is a cube and there is an element v such that v is a cube , v is small and w is in front of v",0,0,0,0
3058,"@ x ~ ~ / y ~ Smaller ( y , x )","for all x , it is not the case that it is not the case that there is an element y such that y is not smaller than x",0,0,0,0
3059,"@ x ( ( Cube ( x ) & Large ( x ) ) $ @ y ( RightOf ( y , x ) $ Small ( y ) ) )","for all x , if x is a cube and x is large , then for all y , if y is to the right of x , then y is small",0,0,0,0
3060,"@ x @ x ( @ y ~ BackOf ( y , x ) $ Cube ( x ) )","for all x , for all x , if for all y , y is not in back of x , then x is a cube",0,0,0,0
3061,"@ x ( ( Cube ( x ) & Small ( x ) ) $ / z ( BackOf ( x , z ) & Cube ( z ) & Large ( z ) ) )","for all x , if x is a cube and x is small , then there is an element z such that x is in back of z , z is a cube and z is large",0,0,0,0
3062,"/ x ( Cube ( x ) & Large ( x ) & / z ( FrontOf ( x , z ) & Small ( z ) & Cube ( z ) ) )","there is an element x such that x is a cube , x is large and there is an element z such that x is in front of z , z is small and z is a cube",0,0,0,0
3063,"@ x @ w ( ( Tet ( x ) & Dodec ( w ) ) $ FrontOf ( x , w ) )","for all x , for all w , if x is a tetrahedron and w is a dodecahedron , then x is in front of w",0,0,0,0
3064,"@ x @ y ( Dodec ( x ) $ ~ FrontOf ( x , y ) )","for all x , for all y , if x is a dodecahedron , then x is not in front of y",0,0,0,0
3065,"@ x @ y ( ( Tet ( x ) & Cube ( y ) ) $ ~ SameSize ( x , y ) )","for all x , for all y , if x is a tetrahedron and y is a cube , then x is not of the same size as y",0,0,0,0
3066,"@ x ( Dodec ( x ) $ / w ( Cube ( w ) & SameSize ( x , w ) ) )",every dodecahedron is of the same size as some cube,0,0,0,0
3067,"@ x @ y ( ( Cube ( x ) & FrontOf ( x , y ) ) $ Small ( x ) )","for all x , for all y , if x is a cube and x is in front of y , then x is small",0,0,0,0
3068,"@ x / y ( ( Dodec ( x ) & ~ RightOf ( y , x ) ) $ Small ( x ) )","for all x , there is an element y such that if x is a dodecahedron and y is not to the right of x , then x is small",0,0,0,0
3069,"@ x / y / z ( ( Dodec ( x ) & ~ RightOf ( y , x ) ) $ LeftOf ( z , x ) )","for all x , there is an element y such that there is an element z such that if x is a dodecahedron and y is not to the right of x , then z is to the left of x",0,0,0,0
3070,"@ x @ y ( ( Dodec ( x ) & Cube ( y ) & LeftOf ( x , y ) ) $ Large ( x ) )","for all x , for all y , if x is a dodecahedron , y is a cube and x is to the left of y , then x is large",0,0,0,0
3071,"@ x @ y ( ( Tet ( x ) & Dodec ( y ) ) $ FrontOf ( x , y ) )","for all x , for all y , if x is a tetrahedron and y is a dodecahedron , then x is in front of y",0,0,0,0
3072,"@ x ( Dodec ( x ) $ @ y ~ BackOf ( y , x ) )","for all dodecahedrons x , for all y , y is not in back of x",0,0,0,0
3073,"@ x ( Tet ( x ) $ @ y ~ ( SameSize ( x , y ) & Cube ( y ) ) )","for all tetrahedrons x , for all y , it is not the case that x is of the same size as y and y is a cube",0,0,0,0
3074,"@ x ( Dodec ( x ) $ / y ( SameSize ( x , y ) & Cube ( y ) ) )","for all dodecahedrons x , there is an element y such that x is of the same size as y and y is a cube",0,0,0,0
3075,"@ x @ y ( ( Cube ( x ) & BackOf ( y , x ) ) $ Small ( x ) )","for all x , for all y , if x is a cube and y is in back of x , then x is small",0,0,0,0
3076,"@ x @ y ( ( Dodec ( x ) & Tet ( y ) ) $ FrontOf ( y , x ) )","for all x , for all y , if x is a dodecahedron and y is a tetrahedron , then y is in front of x",0,0,0,0
3077,"@ x @ y ( Dodec ( x ) $ ~ BackOf ( y , x ) )","for all x , for all y , if x is a dodecahedron , then y is not in back of x",0,0,0,0
